country,year,gdpPercap,lifeExp,pop,continent
Singapore,2015,108953.7243,84.14,5525340.0,Asia
Solomon Islands,2015,2664.73036,58.44,639415.0,Other
Sierra Leone,2015,2630.53499,58.67,7037655.0,Africa
El Salvador,2015,9646.15432,73.4,6183676.0,Americas
San Marino,2015,59647.65946,81.97,33901.0,Other
Somalia,2015,1343.44297,56.97,13806963.0,Africa
Serbia,2015,18246.78995,75.07,7177253.0,Europe
South Sudan,2015,398.849,61.64,11107561.0,Other
Sao Tome and Principe,2015,5210.20378,69.99,200291.0,Africa
Suriname,2015,23327.52525,72.45,581627.0,Other
Slovak Republic,2015,33507.72572,76.8,5420278.0,Europe
Slovenia,2015,38537.09519,81.03,2059947.0,Europe
Sweden,2015,58975.97789,82.55,9799481.0,Europe
Eswatini,2015,9253.29094,54.88,1142813.0,Other
Seychelles,2015,27032.20839,73.41,107230.0,Other
Syria,2015,5302.07414,65.47,19424618.0,Asia
Chad,2015,2823.36071,58.75,14647621.0,Africa
Togo,2015,2317.54781,62.38,7663195.0,Africa
Thailand,2015,18811.99751,78.19,70540795.0,Asia
Tajikistan,2015,3041.4448,68.6,8643840.0,Other
Turkmenistan,2015,13057.83033,69.99,6215770.0,Other
Timor-Leste,2015,4469.93611,70.31,1205131.0,Other
Tonga,2015,6194.63932,72.59,106095.0,Other
Trinidad and Tobago,2015,38951.92457,74.92,1429188.0,Americas
Tunisia,2015,12802.76104,77.0,11402264.0,Africa
Turkey,2015,25746.43245,77.36,80014226.0,Europe
Tuvalu,2015,4088.7658,67.36,10963.0,Other
Tanzania,2015,3111.44458,65.07,52020962.0,Africa
Uganda,2015,2520.0201,63.88,37531446.0,Africa
Ukraine,2015,15403.70996,72.48,45784896.0,Other
Uruguay,2015,28941.62941,77.14,3368017.0,Americas
USA,2015,64359.47259,78.99,326126497.0,Other
Uzbekistan,2015,7529.76364,67.3,30749346.0,Other
St. Vincent and the Grenadines,2015,14523.5812,72.57,106960.0,Other
Venezuela,2015,16970.969,75.67,30573972.0,Americas
Vietnam,2015,9248.02396,73.88,92823254.0,Asia
Vanuatu,2015,3357.63888,64.96,266101.0,Other
Samoa,2015,6432.35979,70.06,201782.0,Other
Yemen,2015,2196.886,68.16,31159379.0,Other
South Africa,2015,14559.47438,62.26,56723537.0,Africa
Zambia,2015,3576.92545,60.8,16399089.0,Africa
Zimbabwe,2015,3366.63371,58.58,14399013.0,Africa
Afghanistan,2016,2958.7854,62.03,34700612.0,Asia
Angola,2016,9381.80973,63.87,29183070.0,Africa
Albania,2016,13692.47885,78.23,2897867.0,Europe
Andorra,2016,64402.80924,82.06,72181.0,Other
UAE,2016,70573.99271,73.36,9030873.0,Other
Argentina,2016,27802.10572,76.24,43900313.0,Americas
Armenia,2016,13192.99407,75.26,2918793.0,Other
Antigua and Barbuda,2016,26627.71454,76.02,89969.0,Other
Australia,2016,56341.51816,82.95,24329963.0,Oceania
Austria,2016,61647.77947,81.78,8737915.0,Europe
Azerbaijan,2016,19822.41059,70.3,9868428.0,Other
Burundi,2016,897.45905,62.37,11239451.0,Africa
Belgium,2016,57927.04288,81.31,11332701.0,Europe
Benin,2016,2962.66382,63.02,11697842.0,Africa
Burkina Faso,2016,2162.72579,60.34,19334856.0,Africa
Bangladesh,2016,5682.53553,73.91,160811932.0,Asia
Bulgaria,2016,25626.82372,73.31,7127434.0,Europe
Bahrain,2016,54107.07522,76.8,1429604.0,Asia
Bahamas,2016,32172.22915,73.68,388055.0,Other
Bosnia and Herzegovina,2016,14873.0683,76.66,3473003.0,Europe
Belarus,2016,24846.83015,73.84,9499064.0,Other
Belize,2016,12062.79817,74.37,364705.0,Other
Bolivia,2016,9390.79064,71.49,11180020.0,Americas
Brazil,2016,17620.92724,75.05,203218114.0,Americas
Barbados,2016,18754.66514,76.54,279598.0,Other
Brunei,2016,78880.62291,74.06,427564.0,Other
Bhutan,2016,13320.9759,72.52,747866.0,Other
Botswana,2016,16905.58874,61.22,2234776.0,Africa
Central African Republic,2016,1073.94478,50.32,4713663.0,Africa
Canada,2016,55606.15492,82.29,36353343.0,Americas
Switzerland,2016,77301.21243,83.78,8374901.0,Europe
Chile,2016,27958.7285,79.97,18267221.0,Americas
China,2016,15772.76476,76.98,1404052632.0,Asia
Cote d'Ivoire,2016,5320.84646,61.97,25989405.0,Africa
Cameroon,2016,4767.13186,60.93,23454161.0,Africa
"Congo, Dem. Rep.",2016,1253.15816,63.34,83956415.0,Africa
"Congo, Rep.",2016,8001.82552,64.2,5222536.0,Africa
Colombia,2016,17003.24437,79.85,47437512.0,Americas
Comoros,2016,3127.13212,67.86,741741.0,Africa
Cape Verde,2016,7881.30336,74.8,512554.0,Other
Costa Rica,2016,21925.60008,79.75,4866998.0,Americas
Cuba,2016,16049.89524,78.52,11265612.0,Americas
Cyprus,2016,40209.86328,80.67,1237112.0,Other
Czech Republic,2016,43069.46597,79.17,10531948.0,Europe
Germany,2016,60578.28707,80.95,82760102.0,Europe
Djibouti,2016,5226.50026,65.8,1037653.0,Africa
Dominica,2016,17364.0773,72.3,69606.0,Other
Denmark,2016,63299.33777,81.03,5728201.0,Europe
Dominican Republic,2016,18968.97524,72.1,10551430.0,Americas
Algeria,2016,15511.68588,75.71,40850721.0,Africa
Ecuador,2016,13586.51608,75.86,16505139.0,Americas
Egypt,2016,13727.32016,70.21,101644589.0,Africa
Eritrea,2016,1720.68,62.59,3124698.0,Africa
Spain,2016,44274.66761,82.97,46732771.0,Europe
Estonia,2016,37854.84525,77.69,1315849.0,Other
Ethiopia,2016,2084.84056,67.36,106718162.0,Africa
Finland,2016,53984.63163,81.76,5495469.0,Europe
Fiji,2016,12419.82578,67.96,919166.0,Other
France,2016,50984.0753,82.83,65086855.0,Europe
"Micronesia, Fed. Sts.",2016,3794.74546,64.13,109075.0,Other
Gabon,2016,19988.1756,66.63,2100306.0,Africa
UK,2016,50540.87977,81.09,65893358.0,Other
Georgia,2016,15442.95644,73.14,3792057.0,Other
Ghana,2016,5666.07795,64.65,29356742.0,Africa
Guinea,2016,3099.78874,59.26,12073030.0,Africa
Gambia,2016,2478.46056,65.69,2283769.0,Africa
Guinea-Bissau,2016,2265.5718,59.31,1831893.0,Africa
Equatorial Guinea,2016,24435.06456,64.93,1508186.0,Africa
Greece,2016,31468.61985,81.0,10775504.0,Europe
Grenada,2016,15650.41172,72.87,115130.0,Other
Guatemala,2016,10872.59368,71.95,16268760.0,Americas
Guyana,2016,12420.47247,66.67,763548.0,Other
Honduras,2016,5926.49025,71.53,9412380.0,Americas
Croatia,2016,30824.85989,78.39,4136444.0,Europe
Haiti,2016,3435.73122,62.41,10671457.0,Americas
Hungary,2016,32378.9675,76.33,9810532.0,Europe
Indonesia,2016,11319.66343,70.7,264627418.0,Asia
India,2016,6940.62589,69.96,1343944296.0,Asia
Ireland,2016,80997.58278,81.87,4753503.0,Europe
Iran,2016,14915.59412,77.09,83812228.0,Asia
Iraq,2016,15016.09206,70.92,38469627.0,Asia
Iceland,2016,62880.26272,83.83,335574.0,Europe
Israel,2016,41963.6758,82.95,8210005.0,Asia
Italy,2016,47987.83796,83.02,60478107.0,Europe
Jamaica,2016,9886.55139,76.23,2809915.0,Americas
Jordan,2016,9321.90451,78.11,10006367.0,Asia
Japan,2016,43736.13051,84.5,127159951.0,Asia
Kazakhstan,2016,30758.32273,71.09,18363600.0,Other
Kenya,2016,4770.31046,65.12,48139687.0,Africa
Kyrgyz Republic,2016,5715.01041,72.73,6108462.0,Other
Cambodia,2016,5283.72965,69.15,15852803.0,Asia
Kiribati,2016,2761.93353,60.12,118478.0,Other
St. Kitts and Nevis,2016,29867.02656,72.07,47075.0,Other
South Korea,2016,43538.02127,82.84,51297839.0,Other
Kuwait,2016,56936.62084,81.61,4003971.0,Asia
Lao,2016,7063.25545,68.03,6908802.0,Other
Lebanon,2016,15572.36117,76.08,6323060.0,Asia
Liberia,2016,1653.3105,64.51,4755608.0,Africa
Libya,2016,11828.71138,74.27,6632126.0,Africa
St. Lucia,2016,21775.47377,75.1,175646.0,Other
Sri Lanka,2016,13845.61468,76.6,21910772.0,Asia
Lesotho,2016,3057.26092,49.63,2130422.0,Africa
Lithuania,2016,36618.14684,74.92,2869110.0,Other
Luxembourg,2016,133661.6497,82.74,583506.0,Other
Latvia,2016,31668.51484,75.67,1959863.0,Other
Morocco,2016,8141.94043,72.76,35023457.0,Africa
Monaco,2016,349538.2275,79.68,37276.0,Other
Moldova,2016,12377.36668,72.63,3237794.0,Other
Madagascar,2016,1648.91227,64.5,26099952.0,Africa
Maldives,2016,19345.17923,78.89,443308.0,Other
Mexico,2016,21578.26336,75.47,122251351.0,Americas
Marshall Islands,2016,4896.52196,65.06,47709.0,Other
North Macedonia,2016,19824.6806,73.84,1961259.0,Other
Mali,2016,2759.10958,60.4,19191289.0,Africa
Malta,2016,46922.18901,82.25,455269.0,Other
Myanmar,2016,5580.98977,68.23,51495696.0,Asia
Montenegro,2016,21737.99444,75.38,624249.0,Europe
Mongolia,2016,13898.1457,67.78,3040812.0,Asia
Mozambique,2016,1537.90853,56.65,27337105.0,Africa
Mauritania,2016,5866.28145,69.94,4086657.0,Africa
Mauritius,2016,23182.04341,75.21,1291803.0,Africa
Malawi,2016,1593.59549,62.61,17557739.0,Africa
Malaysia,2016,28425.37076,75.03,31789685.0,Asia
Namibia,2016,11846.78808,63.71,2439213.0,Africa
Niger,2016,1500.00859,61.08,20685753.0,Africa
Nigeria,2016,5744.55788,62.7,195443700.0,Africa
Nicaragua,2016,7158.758,74.77,6232666.0,Americas
Netherlands,2016,64267.73636,81.66,17204693.0,Europe
Norway,2016,85787.61744,82.53,5235983.0,Europe
Nepal,2016,3743.74458,70.37,27955462.0,Asia
Nauru,2016,11630.96039,62.65,11150.0,Other
New Zealand,2016,45626.68184,81.91,4714770.0,Oceania
Oman,2016,39860.98939,72.61,4390877.0,Asia
Pakistan,2016,4886.61212,64.66,220138869.0,Asia
Panama,2016,30765.23716,79.48,4029086.0,Americas
Peru,2016,14917.44895,79.61,30866494.0,Americas
Philippines,2016,8131.82538,71.04,106735719.0,Asia
Palau,2016,19902.9819,67.32,17797.0,Other
Papua New Guinea,2016,4275.74859,64.1,8961718.0,Other
Poland,2016,32675.30523,77.87,38263265.0,Europe
North Korea,2016,1754.18272,72.4,25698326.0,Other
Portugal,2016,36636.29768,81.57,10346372.0,Europe
Paraguay,2016,14826.66369,76.13,6249126.0,Americas
Palestine,2016,6464.13353,74.49,4632739.0,Other
Qatar,2016,120054.4087,75.73,2599372.0,Other
Romania,2016,30185.9059,75.34,19777051.0,Europe
Russia,2016,35005.44922,72.02,145778677.0,Other
Rwanda,2016,2316.63732,67.56,11919183.0,Africa
Saudi Arabia,2016,57308.46378,73.71,30717808.0,Asia
Sudan,2016,4174.56103,69.39,41259892.0,Africa
Senegal,2016,3710.05532,67.27,15034521.0,Africa
Singapore,2016,111579.7427,84.41,5577930.0,Asia
Solomon Islands,2016,2715.23386,58.65,662379.0,Other
Sierra Leone,2016,2734.71899,60.02,7205328.0,Africa
El Salvador,2016,9863.76121,75.21,6200800.0,Americas
San Marino,2016,60669.81862,81.98,34161.0,Other
Somalia,2016,1383.65853,57.18,14348740.0,Africa
Serbia,2016,18888.3266,75.48,7126083.0,Europe
South Sudan,2016,339.143,62.05,10830102.0,Other
Sao Tome and Principe,2016,5388.50913,70.22,203689.0,Africa
Suriname,2016,21950.41221,72.44,587757.0,Other
Slovak Republic,2016,34116.38337,77.3,5427259.0,Europe
Slovenia,2016,39677.41715,81.29,2061373.0,Europe
Sweden,2016,59608.08746,82.62,9923280.0,Europe
Eswatini,2016,9629.55566,56.06,1149507.0,Other
Seychelles,2016,29905.13474,73.31,109821.0,Other
Syria,2016,5022.11272,64.33,19193834.0,Asia
Chad,2016,2623.1207,59.25,15114655.0,Africa
Togo,2016,2355.26827,63.04,7858289.0,Africa
Thailand,2016,19370.60878,78.05,70859841.0,Asia
Tajikistan,2016,3169.96678,68.56,8865631.0,Other
Turkmenistan,2016,13552.84771,70.25,6360041.0,Other
Timor-Leste,2016,4517.58127,70.36,1228312.0,Other
Tonga,2016,6639.13653,72.67,105524.0,Other
Trinidad and Tobago,2016,35955.50195,74.78,1437026.0,Americas
Tunisia,2016,12803.87361,77.17,11528674.0,Africa
Turkey,2016,26246.49471,77.5,81652088.0,Europe
Tuvalu,2016,4333.24899,67.5,10930.0,Other
Tanzania,2016,3214.24683,65.53,53824013.0,Africa
Uganda,2016,2554.22769,64.03,38799152.0,Africa
Ukraine,2016,15856.8125,72.87,45616832.0,Other
Uruguay,2016,29332.56726,77.29,3379283.0,Americas
USA,2016,65017.65496,78.86,329179427.0,Other
Uzbekistan,2016,7839.9782,67.56,31284568.0,Other
St. Vincent and the Grenadines,2016,15212.61976,72.63,106349.0,Other
Venezuela,2016,14169.523,75.62,30765720.0,Americas
Vietnam,2016,9743.18822,74.02,94000117.0,Asia
Vanuatu,2016,3397.7673,65.14,272087.0,Other
Samoa,2016,6887.30523,70.16,203499.0,Other
Yemen,2016,1950.402,67.48,32109010.0,Other
South Africa,2016,14519.03086,62.7,57259551.0,Africa
Zambia,2016,3598.17166,61.39,16914423.0,Africa
Zimbabwe,2016,3345.31502,59.23,14600294.0,Africa
Afghanistan,2017,2952.99892,62.9,35688935.0,Asia
Angola,2017,9042.11713,64.24,30234839.0,Africa
Albania,2017,14155.03975,78.33,2898242.0,Europe
Andorra,2017,63239.65777,82.11,73763.0,Other
UAE,2017,68871.84958,73.53,9234327.0,Other
Argentina,2017,28334.90418,76.28,44288894.0,Americas
Armenia,2017,14243.8749,75.54,2914963.0,Other
Antigua and Barbuda,2017,27199.19524,76.09,90468.0,Other
Australia,2017,56684.64733,83.0,24731038.0,Oceania
Austria,2017,62612.13993,82.0,8798778.0,Europe
Azerbaijan,2017,19659.00485,70.43,9968510.0,Other
Burundi,2017,880.99344,62.95,11506762.0,Africa
Belgium,2017,58555.15248,81.38,11376581.0,Europe
Benin,2017,3041.7793,63.41,12039780.0,Africa
Burkina Faso,2017,2232.28782,60.83,19894407.0,Africa
Bangladesh,2017,6005.70719,73.9,162186147.0,Asia
Bulgaria,2017,26681.42883,73.34,7075636.0,Europe
Bahrain,2017,53859.77496,76.76,1481995.0,Asia
Bahamas,2017,33049.8728,73.77,390485.0,Other
Bosnia and Herzegovina,2017,15554.06001,76.83,3428682.0,Europe
Belarus,2017,25503.98099,73.84,9495790.0,Other
Belize,2017,11574.45245,74.5,373202.0,Other
Bolivia,2017,9642.81396,71.65,11344587.0,Americas
Brazil,2017,17724.47996,75.44,204703445.0,Americas
Barbados,2017,18740.34883,76.54,280171.0,Other
Brunei,2017,78966.8643,74.12,432772.0,Other
Bhutan,2017,13482.34253,72.73,754335.0,Other
Botswana,2017,17352.89584,61.51,2266747.0,Africa
Central African Republic,2017,1103.86609,50.41,4793511.0,Africa
Canada,2017,56612.32854,82.36,36808497.0,Americas
Switzerland,2017,77626.90274,83.88,8453628.0,Europe
Chile,2017,27892.99469,79.98,18558868.0,Americas
China,2017,16757.97363,77.23,1412354727.0,Asia
Cote d'Ivoire,2017,5556.11366,62.81,26733372.0,Africa
Cameroon,2017,4797.97544,61.85,24128601.0,Africa
"Congo, Dem. Rep.",2017,1253.18735,63.91,87083398.0,Africa
"Congo, Rep.",2017,7372.77047,64.65,5351011.0,Africa
Colombia,2017,16986.03342,79.97,48131078.0,Americas
Comoros,2017,3236.986,68.17,756669.0,Africa
Cape Verde,2017,8234.56,74.83,512893.0,Other
Costa Rica,2017,22622.55345,79.83,4913177.0,Americas
Cuba,2017,16347.49043,78.25,11247829.0,Americas
Cyprus,2017,42128.56641,80.84,1254275.0,Other
Czech Republic,2017,45177.52261,79.28,10541342.0,Europe
Germany,2017,61991.49731,81.09,83104007.0,Europe
Djibouti,2017,5421.95649,66.23,1054841.0,Africa
Dominica,2017,16314.22956,71.23,68496.0,Other
Denmark,2017,64815.73078,81.06,5765168.0,Europe
Dominican Republic,2017,19501.87431,72.49,10666843.0,Americas
Algeria,2017,15427.66419,75.92,41689299.0,Africa
Ecuador,2017,14179.15375,76.02,16759519.0,Americas
Egypt,2017,14018.36059,70.52,103696057.0,Africa
Eritrea,2017,1559.463,63.01,3150347.0,Africa
Spain,2017,45446.25086,83.04,46868596.0,Europe
Estonia,2017,39939.45756,77.79,1317425.0,Other
Ethiopia,2017,2222.82825,67.92,109666481.0,Africa
Finland,2017,55637.22628,81.77,5508396.0,Europe
Fiji,2017,13090.50071,68.19,918759.0,Other
France,2017,51895.5663,82.87,65284776.0,Europe
"Micronesia, Fed. Sts.",2017,3811.78965,64.15,109481.0,Other
Gabon,2017,19555.70788,67.05,2156900.0,Africa
UK,2017,51601.14044,81.16,66354471.0,Other
Georgia,2017,16237.62422,73.2,3792859.0,Other
Ghana,2017,5993.63085,65.11,30008354.0,Africa
Guinea,2017,3332.76576,59.91,12385659.0,Africa
Gambia,2017,2533.18684,66.04,2342189.0,Africa
Guinea-Bissau,2017,2314.15796,59.84,1877072.0,Africa
Equatorial Guinea,2017,22250.43892,65.57,1562396.0,Africa
Greece,2017,31995.41088,81.14,10753533.0,Europe
Grenada,2017,16301.47244,73.03,115438.0,Other
Guatemala,2017,11005.45908,72.32,16567357.0,Americas
Guyana,2017,12801.64085,66.88,768479.0,Other
Honduras,2017,6099.60735,71.73,9588137.0,Americas
Croatia,2017,32351.87222,78.5,4079200.0,Europe
Haiti,2017,3474.34693,63.14,10817754.0,Americas
Hungary,2017,33828.71494,76.34,9785604.0,Europe
Indonesia,2017,11772.57433,70.89,267346658.0,Asia
India,2017,7326.60694,70.34,1359657400.0,Asia
Ireland,2017,87942.44526,81.94,4810261.0,Europe
Iran,2017,15108.10941,77.31,85026754.0,Asia
Iraq,2017,14417.63069,71.45,39337353.0,Asia
Iceland,2017,63999.16047,83.9,343531.0,Europe
Israel,2017,42947.05867,83.02,8361797.0,Asia
Italy,2017,48849.21835,83.1,60390318.0,Europe
Jamaica,2017,9964.39102,76.3,2815764.0,Americas
Jordan,2017,9339.8104,78.18,10234226.0,Asia
Japan,2017,44505.27926,84.74,127064690.0,Asia
Kazakhstan,2017,31524.44163,71.54,18651931.0,Other
Kenya,2017,4846.86211,65.69,49197766.0,Africa
Kyrgyz Republic,2017,5861.222,72.98,6220150.0,Other
Cambodia,2017,5632.03126,69.41,16073372.0,Asia
Kiribati,2017,2822.66919,60.34,120275.0,Other
St. Kitts and Nevis,2017,29948.92001,72.13,47050.0,Other
South Korea,2017,44787.64824,82.88,51486270.0,Other
Kuwait,2017,52285.58712,81.59,4154685.0,Asia
Lao,2017,7432.45963,68.37,7018147.0,Other
Lebanon,2017,16128.58382,76.22,6160128.0,Asia
Liberia,2017,1661.30291,65.1,4848925.0,Africa
Libya,2017,15424.05543,75.58,6738770.0,Africa
St. Lucia,2017,22422.59704,75.08,176342.0,Other
Sri Lanka,2017,14572.48582,76.75,22087522.0,Asia
Lesotho,2017,2924.68096,50.75,2157110.0,Africa
Lithuania,2017,38774.4892,75.97,2829313.0,Other
Luxembourg,2017,132169.834,82.81,596495.0,Other
Latvia,2017,33036.39159,75.75,1942594.0,Other
Morocco,2017,8450.00879,72.94,35446392.0,Africa
Monaco,2017,352820.3593,79.82,37678.0,Other
Moldova,2017,13118.82194,73.66,3193497.0,Other
Madagascar,2017,1669.72764,64.8,26788375.0,Africa
Maldives,2017,20036.71655,78.94,458287.0,Other
Mexico,2017,21777.52251,75.5,123400057.0,Americas
Marshall Islands,2017,5199.34448,65.22,46529.0,Other
North Macedonia,2017,20119.94289,74.12,1940879.0,Other
Mali,2017,2816.19329,60.84,19813011.0,Africa
Malta,2017,51578.98126,82.38,467902.0,Other
Myanmar,2017,5877.87466,68.26,51894938.0,Asia
Montenegro,2017,22740.38639,75.45,620114.0,Europe
Mongolia,2017,14401.53751,67.88,3104364.0,Asia
Mozambique,2017,1532.00736,57.34,28166393.0,Africa
Mauritania,2017,6050.62181,70.23,4210600.0,Africa
Mauritius,2017,24073.23256,75.25,1290655.0,Africa
Malawi,2017,1613.05936,63.4,18039715.0,Africa
Malaysia,2017,29551.54576,75.07,32355644.0,Asia
Namibia,2017,11408.72531,64.08,2506853.0,Africa
Niger,2017,1520.00154,61.53,21435446.0,Africa
Nigeria,2017,5651.73413,63.26,200254579.0,Africa
Nicaragua,2017,7391.19684,75.04,6316231.0,Americas
Netherlands,2017,65666.00366,81.71,17315370.0,Europe
Norway,2017,87194.11154,82.81,5276802.0,Europe
Nepal,2017,4071.70432,70.6,28011258.0,Asia
Nauru,2017,10763.82305,62.96,11324.0,Other
New Zealand,2017,46193.28848,81.99,4812752.0,Oceania
Oman,2017,38691.10771,72.91,4537396.0,Asia
Pakistan,2017,5031.56061,64.93,223273967.0,Asia
Panama,2017,31979.81227,79.62,4098707.0,Americas
Peru,2017,15069.52211,79.82,31324637.0,Americas
Philippines,2017,8584.13623,71.2,108119693.0,Asia
Palau,2017,19237.92655,67.39,17812.0,Other
Papua New Guinea,2017,4322.22282,64.27,9178714.0,Other
Poland,2017,34354.59876,77.98,38254959.0,Europe
North Korea,2017,1684.82459,72.67,25817709.0,Other
Portugal,2017,37943.11506,81.63,10330844.0,Europe
Paraguay,2017,15320.33665,76.27,6338660.0,Americas
Palestine,2017,6426.79522,74.68,4742743.0,Other
Qatar,2017,115064.9437,75.94,2706709.0,Other
Romania,2017,32849.10773,75.38,19689401.0,Europe
Russia,2017,35570.39063,72.94,146186799.0,Other
Rwanda,2017,2351.59687,67.95,12202060.0,Africa
Saudi Arabia,2017,57942.5485,74.02,30782402.0,Asia
Sudan,2017,4061.01831,69.79,42714306.0,Africa
Senegal,2017,3871.45147,67.53,15475002.0,Africa
Singapore,2017,116471.8208,84.66,5604078.0,Asia
Solomon Islands,2017,2703.66071,58.84,685672.0,Other
Sierra Leone,2017,2755.90429,60.22,7379299.0,Africa
El Salvador,2017,10064.79349,75.41,6213533.0,Americas
San Marino,2017,59524.55979,82.03,34378.0,Other
Somalia,2017,1527.11216,57.35,14916629.0,Africa
Serbia,2017,19437.90421,75.58,7073507.0,Europe
South Sudan,2017,316.051,62.3,10259154.0,Other
Sao Tome and Principe,2017,5521.2025,70.44,206970.0,Africa
Suriname,2017,22070.51376,72.5,593713.0,Other
Slovak Republic,2017,35042.71724,77.4,5435700.0,Europe
Slovenia,2017,41703.30395,81.31,2062410.0,Europe
Sweden,2017,59883.66776,82.68,10057862.0,Europe
Eswatini,2017,9696.5516,57.03,1158195.0,Other
Seychelles,2017,31595.66806,73.42,112427.0,Other
Syria,2017,4977.7921,68.28,19224668.0,Asia
Chad,2017,2496.49275,59.53,15622759.0,Africa
Togo,2017,2389.21245,63.76,8057140.0,Africa
Thailand,2017,20094.67788,78.22,71160187.0,Asia
Tajikistan,2017,3312.71202,68.75,9085946.0,Other
Turkmenistan,2017,14107.66712,70.52,6507061.0,Other
Timor-Leste,2017,4292.07814,70.45,1251703.0,Other
Tonga,2017,6862.66866,72.77,105356.0,Other
Trinidad and Tobago,2017,34153.88426,74.8,1445261.0,Americas
Tunisia,2017,12953.52321,77.32,11650498.0,Africa
Turkey,2017,27851.982,77.81,83083662.0,Europe
Tuvalu,2017,4464.25885,67.65,10869.0,Other
Tanzania,2017,3319.37671,66.02,55652890.0,Africa
Uganda,2017,2543.84754,65.01,40177388.0,Africa
Ukraine,2017,16310.36035,73.82,45436041.0,Other
Uruguay,2017,29762.43332,77.34,3388438.0,Americas
USA,2017,66155.55557,78.98,332204660.0,Other
Uzbekistan,2017,8047.05375,67.85,31819178.0,Other
St. Vincent and the Grenadines,2017,15533.22128,72.73,105663.0,Other
Venezuela,2017,12271.362,75.52,30565323.0,Americas
Vietnam,2017,10290.54871,74.16,95176977.0,Asia
Vanuatu,2017,3465.91969,65.25,278507.0,Other
Samoa,2017,6919.01573,70.27,205415.0,Other
Yemen,2017,1828.716,67.29,33090921.0,Other
South Africa,2017,14591.43668,63.2,57635162.0,Africa
Zambia,2017,3612.50598,61.86,17441320.0,Africa
Zimbabwe,2017,3453.50574,59.87,14812482.0,Africa
Afghanistan,2018,2902.39211,62.73,36743039.0,Asia
Angola,2018,8620.21466,64.63,31297155.0,Africa
Albania,2018,14710.98258,78.44,2894231.0,Europe
Andorra,2018,63048.59856,82.14,75162.0,Other
UAE,2018,68854.9699,73.72,9346870.0,Other
Argentina,2018,27367.11509,76.48,44654882.0,Americas
Armenia,2018,15037.04524,75.63,2909965.0,Other
Antigua and Barbuda,2018,28878.60677,76.21,90926.0,Other
Australia,2018,57450.38104,82.9,25119706.0,Oceania
Austria,2018,63855.78168,82.12,8841650.0,Europe
Azerbaijan,2018,19781.85091,70.77,10039784.0,Other
Burundi,2018,868.55551,63.4,11859446.0,Africa
Belgium,2018,59383.87733,81.4,11428605.0,Europe
Benin,2018,3155.45107,63.96,12383347.0,Africa
Burkina Faso,2018,2316.39432,61.29,20438288.0,Africa
Bangladesh,2018,6392.59334,74.24,163523103.0,Asia
Bulgaria,2018,27739.50195,73.3,7024745.0,Europe
Bahrain,2018,54893.07244,76.98,1497626.0,Asia
Bahamas,2018,33650.23692,73.84,392717.0,Other
Bosnia and Herzegovina,2018,16348.13346,76.87,3387000.0,Europe
Belarus,2018,26363.46298,73.98,9480031.0,Other
Belize,2018,11486.80294,74.39,380226.0,Other
Bolivia,2018,9907.06257,71.84,11508368.0,Americas
Brazil,2018,17917.74921,75.69,206107261.0,Americas
Barbados,2018,18484.69764,76.46,280711.0,Other
Brunei,2018,78099.05077,74.21,437810.0,Other
Bhutan,2018,13854.8544,72.95,759759.0,Other
Botswana,2018,17825.01857,61.84,2299141.0,Africa
Central African Republic,2018,1125.70092,51.54,4878657.0,Africa
Canada,2018,57337.49091,82.19,37295005.0,Americas
Switzerland,2018,79261.35636,83.93,8516344.0,Europe
Chile,2018,28492.66115,80.07,18893191.0,Americas
China,2018,17806.79023,77.44,1419008956.0,Asia
Cote d'Ivoire,2018,5670.20005,63.59,27464173.0,Africa
Cameroon,2018,4851.48004,62.62,24806383.0,Africa
"Congo, Dem. Rep.",2018,1282.48228,64.66,90047644.0,Africa
"Congo, Rep.",2018,7029.33652,65.03,5483118.0,Africa
Colombia,2018,17104.13135,80.08,49024465.0,Americas
Comoros,2018,3303.25689,68.46,771590.0,Africa
Cape Verde,2018,8531.12962,73.54,513415.0,Other
Costa Rica,2018,23005.31215,79.95,4957818.0,Americas
Cuba,2018,16728.08835,78.29,11227118.0,Americas
Cyprus,2018,44227.91016,80.81,1270737.0,Other
Czech Republic,2018,46301.08204,79.29,10548937.0,Europe
Germany,2018,62495.49895,81.15,83368505.0,Europe
Djibouti,2018,5590.50427,66.65,1071882.0,Africa
Dominica,2018,16877.12449,72.3,68174.0,Other
Denmark,2018,65694.75913,81.09,5793824.0,Europe
Dominican Republic,2018,20662.84859,72.86,10782053.0,Americas
Algeria,2018,15343.42612,76.02,42505035.0,Africa
Ecuador,2018,14083.507,76.19,17049547.0,Americas
Egypt,2018,14488.20943,70.74,105682094.0,Africa
Eritrea,2018,1765.072,63.42,3192760.0,Africa
Spain,2018,46325.20994,83.07,47092821.0,Europe
Estonia,2018,41273.19955,77.9,1321965.0,Other
Ethiopia,2018,2311.16512,68.38,112664152.0,Africa
Finland,2018,56226.33724,81.83,5515736.0,Europe
Fiji,2018,13612.9521,68.27,917180.0,Other
France,2018,52560.95362,82.92,65519543.0,Europe
"Micronesia, Fed. Sts.",2018,3796.94605,64.14,109909.0,Other
Gabon,2018,19225.59826,67.46,2212318.0,Africa
UK,2018,52071.26966,81.05,66752475.0,Other
Georgia,2018,17228.67908,73.28,3794877.0,Other
Ghana,2018,6234.51208,65.77,30637585.0,Africa
Guinea,2018,3455.64513,60.57,12704774.0,Africa
